location,scale,EI,shape
11.728627528788223,1.024415887469649,1.0745571440153106,-0.00371353530171051
9.15211219440043,0.533928926717414,0.9918679291343276,-0.02919006303066259
8.254338974888604,0.40188797462914394,1.0270479591277684,-0.0578233367411838
7.742007639272974,0.35742134232308337,1.0898617345892891,-0.11060460420432179
7.365981616549957,0.36803095702802496,0.9959587990766229,-0.1602019847046373
7.013513304191003,0.44448497177234275,0.9245238473808678,-0.23391180360217512
6.6063729344287845,0.5776977337450185,1.0111403792281537,-0.2517747137640499
6.122553977033322,0.7424093862366461,0.8861596112936455,-0.3006099746934489
5.5723589568005085,0.9100458951986173,1.031479461915918,-0.3578099953337162
4.887496633895061,0.9870690226900913,0.9723435830010269,-0.25496575868959115
